Transaction ID,Product Name,Category,Sales Channel,Region,State,Store Type,Quantity Sold,Unit Price,Revenue,Cost Price,Returns,Inventory at Sale,Customer ID,Order Date,Discount %,Footfall,Order Year,Order Month,Order Quarter,Product Size
TID02436,Colgate Toothpaste,Personal Care,Offline,South,Tamil Nadu,Convenience Store,39,110,4290,95,4,61,CID372,30-11-2024,28,1879,2024,11,4,150g
TID02437,Colgate Toothpaste,Personal Care,Online,South,Uttar Pradesh,Online,7,110,770,95,2,13,CID178,28-10-2023,15,1195,2023,10,4,150g
TID02438,Amul Butter,Dairy,Offline,North,Maharashtra,Convenience Store,25,275,6875,250,2,31,CID167,27-06-2023,1,1296,2023,6,2,500g
TID02439,Amul Butter,Dairy,Offline,East,West Bengal,Online,23,275,6325,250,0,39,CID383,31-08-2024,23,1381,2024,8,3,500g
TID02440,Surf Excel,Household,Online,East,West Bengal,Department Store,18,250,4500,220,2,39,CID145,26-03-2024,19,1983,2024,3,1,1kg
TID02441,Vim Bar,Household,Offline,North,Tamil Nadu,Supermarket,16,25,400,20,5,34,CID253,25-10-2023,30,1695,2023,10,4,300g
TID02442,Lizol,Household,Offline,West,Maharashtra,Online,40,190,7600,160,5,63,CID122,14-04-2023,16,197,2023,4,2,975ml
TID02443,Lays Chips,Snacks,Offline,East,Delhi,Online,17,20,340,14,4,39,CID133,21-08-2024,19,1461,2024,8,3,52g
TID02444,Kurkure,Snacks,Online,West,Uttar Pradesh,Supermarket,30,20,600,13,3,38,CID57,13-07-2024,13,1564,2024,7,3,90g
TID02445,Amul Cheese,Dairy,Online,North,Maharashtra,Online,1,130,130,110,4,8,CID177,17-07-2024,27,1849,2024,7,3,200g
TID02446,Bisleri Water,Beverages,Offline,West,Maharashtra,Online,30,20,600,15,1,35,CID51,18-03-2024,25,399,2024,3,1,1L
TID02447,Amul Cheese,Dairy,Offline,West,West Bengal,Department Store,3,130,390,110,1,23,CID365,31-05-2024,22,2000,2024,5,2,200g
TID02448,Lifebuoy,Personal Care,Offline,North,Tamil Nadu,Online,41,35,1435,25,0,51,CID187,12-07-2023,20,1939,2023,7,3,100g
TID02449,Dove Soap,Personal Care,Offline,South,West Bengal,Convenience Store,49,45,2205,35,5,70,CID466,19-08-2023,11,691,2023,8,3,100g
TID02450,Lizol,Household,Online,West,Uttar Pradesh,Convenience Store,39,190,7410,160,4,59,CID481,30-04-2023,13,1557,2023,4,2,975ml
TID02451,Amul Butter,Dairy,Online,South,West Bengal,Department Store,20,275,5500,250,0,26,CID97,31-12-2023,11,182,2023,12,4,500g
TID02452,Tropicana Juice,Beverages,Online,North,Delhi,Online,4,110,440,90,3,14,CID77,17-07-2024,4,674,2024,7,3,1L
TID02453,Dove Soap,Personal Care,Online,South,Tamil Nadu,Convenience Store,43,45,1935,35,4,61,CID16,03-11-2023,28,695,2023,11,4,100g
TID02454,Vim Bar,Household,Online,North,Delhi,Department Store,22,25,550,20,5,39,CID46,14-10-2024,14,1125,2024,10,4,300g
TID02455,Lizol,Household,Offline,East,Uttar Pradesh,Online,12,190,2280,160,3,31,CID475,23-02-2024,19,1856,2024,2,1,975ml
TID02456,Amul Butter,Dairy,Online,South,Uttar Pradesh,Supermarket,1,275,275,250,1,25,CID205,14-07-2023,0,1663,2023,7,3,500g
TID02457,Lizol,Household,Offline,South,Tamil Nadu,Supermarket,14,190,2660,160,5,21,CID282,09-07-2023,6,1844,2023,7,3,975ml
TID02458,Coca-Cola,Beverages,Online,West,West Bengal,Online,32,45,1440,35,2,48,CID360,13-05-2023,25,1178,2023,5,2,750ml
TID02459,Nestle Yogurt,Dairy,Offline,South,Uttar Pradesh,Department Store,43,25,1075,20,3,66,CID110,07-09-2023,17,1460,2023,9,3,100g
TID02460,Bingo,Snacks,Online,North,Maharashtra,Supermarket,3,18,54,12,4,12,CID398,01-04-2024,24,97,2024,4,2,85g
TID02461,Harpic,Household,Online,East,Tamil Nadu,Supermarket,35,95,3325,80,2,41,CID230,23-02-2025,15,1858,2025,2,1,500ml
TID02462,Amul Cheese,Dairy,Offline,North,Tamil Nadu,Online,33,130,4290,110,1,46,CID1,21-05-2023,6,1858,2023,5,2,200g
TID02463,Amul Butter,Dairy,Online,South,Uttar Pradesh,Convenience Store,22,275,6050,250,2,31,CID416,21-08-2023,20,1797,2023,8,3,500g
TID02464,Nivea Cream,Personal Care,Online,North,Delhi,Supermarket,24,249,5976,220,2,37,CID213,22-12-2023,20,1685,2023,12,4,200ml
TID02465,Bingo,Snacks,Offline,South,West Bengal,Supermarket,29,18,522,12,5,48,CID62,11-02-2024,3,1228,2024,2,1,85g
TID02466,Colgate Toothpaste,Personal Care,Online,South,West Bengal,Department Store,2,110,220,95,2,26,CID216,03-05-2023,12,1613,2023,5,2,150g
TID02467,Lays Chips,Snacks,Online,West,West Bengal,Department Store,44,20,880,14,2,50,CID223,29-12-2024,9,74,2024,12,4,52g
TID02468,Lifebuoy,Personal Care,Offline,East,Maharashtra,Supermarket,39,35,1365,25,4,61,CID474,03-02-2025,6,1054,2025,2,1,100g
TID02469,Lifebuoy,Personal Care,Online,South,Uttar Pradesh,Department Store,17,35,595,25,5,25,CID8,19-08-2023,1,1351,2023,8,3,100g
TID02470,Nestle Yogurt,Dairy,Offline,West,Delhi,Supermarket,36,25,900,20,2,57,CID166,14-03-2025,9,1712,2025,3,1,100g
TID02471,Lizol,Household,Offline,West,Maharashtra,Convenience Store,7,190,1330,160,5,25,CID138,05-01-2024,24,724,2024,1,1,975ml
TID02472,Colgate Toothpaste,Personal Care,Online,East,Uttar Pradesh,Online,42,110,4620,95,3,64,CID270,04-12-2024,22,1262,2024,12,4,150g
TID02473,Amul Cheese,Dairy,Offline,South,Delhi,Supermarket,32,130,4160,110,0,49,CID279,31-12-2023,23,1464,2023,12,4,200g
TID02474,Mother Dairy Milk,Dairy,Offline,North,Uttar Pradesh,Department Store,30,60,1800,52,0,36,CID266,12-06-2024,16,951,2024,6,2,1L
TID02475,Danone Curd,Dairy,Online,South,West Bengal,Convenience Store,33,60,1980,50,2,53,CID452,21-01-2024,22,1917,2024,1,1,400g
TID02476,Dove Soap,Personal Care,Offline,East,Uttar Pradesh,Department Store,48,45,2160,35,2,65,CID260,10-02-2024,16,871,2024,2,1,100g
TID02477,Parle G,Snacks,Online,North,Maharashtra,Convenience Store,13,40,520,30,2,26,CID348,05-10-2023,11,1114,2023,10,4,300g
TID02478,Lifebuoy,Personal Care,Offline,West,Delhi,Supermarket,35,35,1225,25,0,49,CID76,17-06-2023,25,1745,2023,6,2,100g
TID02479,Pantene Shampoo,Personal Care,Online,South,Uttar Pradesh,Online,16,120,1920,100,0,28,CID496,22-02-2025,15,1537,2025,2,1,180ml
TID02480,Bingo,Snacks,Offline,North,Maharashtra,Online,38,18,684,12,0,51,CID214,03-06-2024,28,1858,2024,6,2,85g
TID02481,Kurkure,Snacks,Offline,East,Uttar Pradesh,Convenience Store,17,20,340,13,5,28,CID270,18-07-2024,28,978,2024,7,3,90g
TID02482,Surf Excel,Household,Offline,South,West Bengal,Department Store,44,250,11000,220,5,51,CID80,21-11-2024,30,788,2024,11,4,1kg
TID02483,Bisleri Water,Beverages,Online,North,Maharashtra,Convenience Store,31,20,620,15,4,38,CID244,04-08-2024,1,1098,2024,8,3,1L
TID02484,Lizol,Household,Online,West,West Bengal,Supermarket,35,190,6650,160,0,54,CID431,02-01-2025,12,1562,2025,1,1,975ml
TID02485,Nestle Yogurt,Dairy,Offline,South,Tamil Nadu,Online,25,25,625,20,5,32,CID325,28-06-2024,2,475,2024,6,2,100g
TID02486,Vim Bar,Household,Online,West,Tamil Nadu,Online,36,25,900,20,2,50,CID485,24-11-2024,25,389,2024,11,4,300g
TID02487,Bisleri Water,Beverages,Offline,South,Delhi,Supermarket,47,20,940,15,0,64,CID466,10-03-2025,2,1198,2025,3,1,1L
TID02488,Danone Curd,Dairy,Online,South,Delhi,Supermarket,5,60,300,50,1,14,CID360,25-09-2023,25,583,2023,9,3,400g
TID02489,Parle G,Snacks,Offline,East,Tamil Nadu,Online,7,40,280,30,3,30,CID209,29-10-2024,24,86,2024,10,4,300g
TID02490,Bingo,Snacks,Online,East,Uttar Pradesh,Online,39,18,702,12,4,54,CID141,14-10-2023,24,306,2023,10,4,85g
TID02491,Dove Soap,Personal Care,Offline,South,West Bengal,Online,3,45,135,35,1,11,CID159,07-10-2024,28,1874,2024,10,4,100g
TID02492,Colgate Toothpaste,Personal Care,Offline,West,Uttar Pradesh,Convenience Store,40,110,4400,95,4,57,CID185,08-05-2024,26,1700,2024,5,2,150g
TID02493,Lays Chips,Snacks,Offline,East,Tamil Nadu,Convenience Store,9,20,180,14,5,14,CID329,16-06-2023,22,556,2023,6,2,52g
TID02494,Nestle Yogurt,Dairy,Online,South,Uttar Pradesh,Department Store,19,25,475,20,5,25,CID130,10-10-2024,18,1656,2024,10,4,100g
TID02495,Nivea Cream,Personal Care,Offline,South,West Bengal,Supermarket,6,249,1494,220,3,20,CID191,01-11-2024,1,1377,2024,11,4,200ml
TID02496,Pantene Shampoo,Personal Care,Offline,North,Uttar Pradesh,Convenience Store,3,120,360,100,5,20,CID28,17-05-2023,22,1636,2023,5,2,180ml
TID02497,Frooti,Beverages,Offline,North,Maharashtra,Department Store,1,60,60,50,1,6,CID85,17-10-2024,30,1483,2024,10,4,1.2L
TID02498,Vim Bar,Household,Online,South,West Bengal,Online,7,25,175,20,0,23,CID20,20-04-2024,3,436,2024,4,2,300g
TID02499,Lifebuoy,Personal Care,Offline,East,Uttar Pradesh,Supermarket,33,35,1155,25,5,47,CID104,15-07-2023,30,185,2023,7,3,100g
TID02500,Harpic,Household,Offline,South,Tamil Nadu,Supermarket,4,95,380,80,2,21,CID65,28-07-2024,28,1527,2024,7,3,500ml
TID02501,Nestle Yogurt,Dairy,Online,North,Maharashtra,Supermarket,14,25,350,20,0,34,CID451,19-04-2023,25,65,2023,4,2,100g
TID02502,Tropicana Juice,Beverages,Online,North,Delhi,Supermarket,45,110,4950,90,0,66,CID415,06-06-2024,3,1619,2024,6,2,1L
TID02503,Vim Bar,Household,Online,East,West Bengal,Convenience Store,28,25,700,20,3,46,CID132,19-01-2024,25,1672,2024,1,1,300g
TID02504,Tropicana Juice,Beverages,Offline,West,West Bengal,Supermarket,38,110,4180,90,2,56,CID314,13-05-2023,19,1985,2023,5,2,1L
TID02505,Danone Curd,Dairy,Online,East,Maharashtra,Department Store,32,60,1920,50,5,48,CID204,10-11-2024,17,901,2024,11,4,400g
TID02506,Bisleri Water,Beverages,Offline,East,Tamil Nadu,Supermarket,35,20,700,15,4,40,CID220,20-02-2025,9,1883,2025,2,1,1L
TID02507,Amul Butter,Dairy,Offline,South,Delhi,Convenience Store,16,275,4400,250,5,25,CID291,20-07-2023,6,765,2023,7,3,500g
TID02508,Bingo,Snacks,Offline,West,Delhi,Supermarket,8,18,144,12,5,30,CID86,18-09-2024,24,526,2024,9,3,85g
TID02509,Lizol,Household,Offline,East,Maharashtra,Department Store,9,190,1710,160,0,16,CID277,14-02-2024,25,562,2024,2,1,975ml
TID02510,Mother Dairy Milk,Dairy,Offline,South,Tamil Nadu,Convenience Store,7,60,420,52,5,28,CID209,27-02-2024,5,1397,2024,2,1,1L
TID02511,Nestle Yogurt,Dairy,Offline,North,Delhi,Supermarket,47,25,1175,20,3,67,CID351,08-02-2024,20,1380,2024,2,1,100g
TID02512,Nivea Cream,Personal Care,Online,South,West Bengal,Convenience Store,18,249,4482,220,4,39,CID118,01-01-2024,13,1040,2024,1,1,200ml
TID02513,Parle G,Snacks,Online,North,Tamil Nadu,Convenience Store,3,40,120,30,0,9,CID91,15-04-2024,10,1646,2024,4,2,300g
TID02514,Red Bull,Beverages,Online,South,Tamil Nadu,Convenience Store,50,125,6250,105,0,59,CID305,23-08-2024,7,193,2024,8,3,250ml
TID02515,Harpic,Household,Online,East,Uttar Pradesh,Convenience Store,39,95,3705,80,4,59,CID457,26-06-2024,23,229,2024,6,2,500ml
TID02516,Amul Butter,Dairy,Online,West,Maharashtra,Convenience Store,45,275,12375,250,4,68,CID225,23-07-2023,19,1292,2023,7,3,500g
TID02517,Pantene Shampoo,Personal Care,Online,East,West Bengal,Convenience Store,15,120,1800,100,4,20,CID386,06-06-2023,7,766,2023,6,2,180ml
TID02518,Dettol Surface Cleaner,Household,Online,West,Maharashtra,Supermarket,11,120,1320,100,3,27,CID348,21-01-2024,3,672,2024,1,1,500ml
TID02519,Colgate Toothpaste,Personal Care,Offline,East,Uttar Pradesh,Department Store,50,110,5500,95,1,60,CID388,16-09-2024,19,952,2024,9,3,150g
TID02520,Nestle Yogurt,Dairy,Offline,West,West Bengal,Department Store,32,25,800,20,3,41,CID399,22-11-2024,17,446,2024,11,4,100g
TID02521,Nestle Yogurt,Dairy,Offline,East,West Bengal,Supermarket,1,25,25,20,1,6,CID3,23-02-2024,20,581,2024,2,1,100g
TID02522,Nivea Cream,Personal Care,Online,North,Uttar Pradesh,Department Store,17,249,4233,220,0,32,CID330,17-05-2024,13,1582,2024,5,2,200ml
TID02523,Coca-Cola,Beverages,Online,North,Uttar Pradesh,Online,38,45,1710,35,5,51,CID80,21-10-2024,19,163,2024,10,4,750ml
TID02524,Dove Soap,Personal Care,Online,South,West Bengal,Online,10,45,450,35,1,15,CID127,11-12-2024,2,1310,2024,12,4,100g
TID02525,Colgate Toothpaste,Personal Care,Offline,West,West Bengal,Supermarket,23,110,2530,95,4,45,CID141,18-11-2024,3,1563,2024,11,4,150g
TID02526,Dettol Surface Cleaner,Household,Offline,East,Uttar Pradesh,Convenience Store,30,120,3600,100,5,49,CID401,15-09-2023,21,951,2023,9,3,500ml
TID02527,Amul Butter,Dairy,Online,West,Maharashtra,Online,37,275,10175,250,4,61,CID246,15-08-2024,13,660,2024,8,3,500g
TID02528,Lifebuoy,Personal Care,Online,West,Maharashtra,Department Store,28,35,980,25,3,36,CID442,28-02-2024,28,344,2024,2,1,100g
TID02529,Red Bull,Beverages,Online,West,Maharashtra,Supermarket,42,125,5250,105,1,62,CID306,11-06-2023,0,402,2023,6,2,250ml
TID02530,Mother Dairy Milk,Dairy,Online,West,Delhi,Department Store,29,60,1740,52,4,37,CID225,07-10-2023,5,119,2023,10,4,1L
TID02531,Pantene Shampoo,Personal Care,Offline,West,Maharashtra,Online,2,120,240,100,0,18,CID218,11-09-2024,16,889,2024,9,3,180ml
TID02532,Bisleri Water,Beverages,Online,West,Maharashtra,Supermarket,10,20,200,15,1,18,CID286,18-10-2023,12,185,2023,10,4,1L
TID02533,Pantene Shampoo,Personal Care,Offline,North,Uttar Pradesh,Online,48,120,5760,100,0,72,CID71,26-11-2023,18,997,2023,11,4,180ml
TID02534,Vim Bar,Household,Online,South,Tamil Nadu,Online,48,25,1200,20,1,66,CID402,16-06-2024,0,1016,2024,6,2,300g
TID02535,Haldiram Bhujia,Snacks,Offline,West,Uttar Pradesh,Department Store,22,55,1210,45,4,36,CID9,20-02-2024,12,954,2024,2,1,200g
TID02536,Harpic,Household,Offline,North,Uttar Pradesh,Supermarket,50,95,4750,80,4,74,CID255,21-10-2023,17,613,2023,10,4,500ml
TID02537,Tropicana Juice,Beverages,Online,North,Maharashtra,Convenience Store,48,110,5280,90,3,67,CID139,23-03-2025,16,352,2025,3,1,1L
TID02538,Parle G,Snacks,Online,West,Maharashtra,Supermarket,50,40,2000,30,3,64,CID78,01-02-2025,15,491,2025,2,1,300g
TID02539,Pantene Shampoo,Personal Care,Offline,North,West Bengal,Online,7,120,840,100,3,29,CID326,31-07-2023,15,114,2023,7,3,180ml
TID02540,Nivea Cream,Personal Care,Offline,West,Maharashtra,Online,22,249,5478,220,3,45,CID135,31-08-2023,26,268,2023,8,3,200ml
TID02541,Parle G,Snacks,Offline,South,Uttar Pradesh,Department Store,36,40,1440,30,5,54,CID30,04-06-2023,6,1369,2023,6,2,300g
TID02542,Lays Chips,Snacks,Offline,East,West Bengal,Convenience Store,21,20,420,14,0,45,CID67,05-08-2023,27,589,2023,8,3,52g
TID02543,Danone Curd,Dairy,Online,West,Maharashtra,Department Store,49,60,2940,50,0,58,CID41,19-11-2024,7,683,2024,11,4,400g
TID02544,Harpic,Household,Online,South,West Bengal,Department Store,18,95,1710,80,5,42,CID494,29-03-2024,22,1567,2024,3,1,500ml
TID02545,Dove Soap,Personal Care,Offline,East,Maharashtra,Convenience Store,14,45,630,35,4,38,CID170,31-08-2023,16,1121,2023,8,3,100g
TID02546,Danone Curd,Dairy,Offline,South,Uttar Pradesh,Supermarket,13,60,780,50,5,19,CID267,08-01-2025,15,1519,2025,1,1,400g
TID02547,Amul Butter,Dairy,Online,North,West Bengal,Supermarket,21,275,5775,250,3,32,CID296,14-06-2024,26,621,2024,6,2,500g
TID02548,Pantene Shampoo,Personal Care,Online,South,Maharashtra,Department Store,50,120,6000,100,1,74,CID489,03-07-2023,26,1716,2023,7,3,180ml
TID02549,Mother Dairy Milk,Dairy,Offline,South,Uttar Pradesh,Department Store,1,60,60,52,5,19,CID164,11-03-2025,9,847,2025,3,1,1L
TID02550,Parle G,Snacks,Online,North,Maharashtra,Convenience Store,2,40,80,30,0,23,CID335,03-11-2024,11,360,2024,11,4,300g
TID02551,Mother Dairy Milk,Dairy,Offline,North,West Bengal,Online,28,60,1680,52,2,42,CID188,30-03-2025,1,891,2025,3,1,1L
TID02552,Bisleri Water,Beverages,Offline,North,Maharashtra,Department Store,3,20,60,15,1,22,CID282,07-11-2024,26,268,2024,11,4,1L
TID02553,Amul Cheese,Dairy,Online,East,Tamil Nadu,Online,39,130,5070,110,4,53,CID215,26-07-2024,8,468,2024,7,3,200g
TID02554,Amul Butter,Dairy,Offline,West,West Bengal,Convenience Store,43,275,11825,250,5,67,CID88,18-02-2025,7,1327,2025,2,1,500g
TID02555,Lifebuoy,Personal Care,Online,West,Delhi,Online,49,35,1715,25,3,60,CID401,10-01-2024,2,792,2024,1,1,100g
TID02556,Coca-Cola,Beverages,Offline,South,Delhi,Convenience Store,34,45,1530,35,1,55,CID369,25-10-2023,21,230,2023,10,4,750ml
TID02557,Parle G,Snacks,Online,West,Tamil Nadu,Online,32,40,1280,30,2,45,CID109,06-10-2024,14,240,2024,10,4,300g
TID02558,Surf Excel,Household,Online,West,West Bengal,Department Store,42,250,10500,220,3,62,CID149,30-10-2023,29,1858,2023,10,4,1kg
TID02559,Haldiram Bhujia,Snacks,Offline,South,West Bengal,Convenience Store,23,55,1265,45,5,29,CID244,01-08-2024,5,1977,2024,8,3,200g
TID02560,Colgate Toothpaste,Personal Care,Offline,South,Uttar Pradesh,Convenience Store,44,110,4840,95,3,56,CID457,22-10-2023,0,816,2023,10,4,150g
TID02561,Haldiram Bhujia,Snacks,Offline,West,Uttar Pradesh,Convenience Store,47,55,2585,45,4,65,CID304,30-01-2024,10,1224,2024,1,1,200g
TID02562,Mother Dairy Milk,Dairy,Offline,West,Uttar Pradesh,Convenience Store,4,60,240,52,3,24,CID199,01-12-2024,28,1823,2024,12,4,1L
TID02563,Danone Curd,Dairy,Online,North,West Bengal,Convenience Store,48,60,2880,50,4,67,CID219,29-02-2024,5,1025,2024,2,1,400g
TID02564,Lizol,Household,Offline,West,Delhi,Convenience Store,18,190,3420,160,1,24,CID231,24-06-2024,1,914,2024,6,2,975ml
TID02565,Nivea Cream,Personal Care,Offline,East,Maharashtra,Online,12,249,2988,220,3,24,CID296,02-10-2024,12,610,2024,10,4,200ml
TID02566,Colgate Toothpaste,Personal Care,Offline,East,Delhi,Convenience Store,11,110,1210,95,4,32,CID145,04-10-2023,22,1218,2023,10,4,150g
TID02567,Pantene Shampoo,Personal Care,Offline,South,Delhi,Online,12,120,1440,100,3,23,CID53,14-12-2023,16,1227,2023,12,4,180ml
TID02568,Bingo,Snacks,Online,West,Delhi,Department Store,9,18,162,12,5,29,CID378,01-02-2024,3,1876,2024,2,1,85g
TID02569,Lizol,Household,Online,South,Tamil Nadu,Department Store,2,190,380,160,4,12,CID114,19-03-2025,10,577,2025,3,1,975ml
TID02570,Dove Soap,Personal Care,Online,North,West Bengal,Online,47,45,2115,35,1,65,CID42,10-10-2024,13,1094,2024,10,4,100g
TID02571,Pantene Shampoo,Personal Care,Online,North,West Bengal,Online,40,120,4800,100,3,47,CID297,08-07-2023,27,865,2023,7,3,180ml
TID02572,Dettol Surface Cleaner,Household,Offline,North,Tamil Nadu,Department Store,27,120,3240,100,3,33,CID307,13-10-2023,24,1896,2023,10,4,500ml
TID02573,Harpic,Household,Online,West,Uttar Pradesh,Department Store,41,95,3895,80,1,63,CID256,20-06-2024,12,1258,2024,6,2,500ml
TID02574,Dove Soap,Personal Care,Online,West,Tamil Nadu,Online,38,45,1710,35,5,58,CID369,10-02-2025,29,394,2025,2,1,100g
TID02575,Lays Chips,Snacks,Offline,South,West Bengal,Convenience Store,16,20,320,14,1,32,CID202,24-08-2023,18,469,2023,8,3,52g
TID02576,Red Bull,Beverages,Offline,East,Uttar Pradesh,Online,28,125,3500,105,3,41,CID198,04-02-2024,5,949,2024,2,1,250ml
TID02577,Danone Curd,Dairy,Offline,East,Tamil Nadu,Convenience Store,27,60,1620,50,1,47,CID191,22-12-2024,16,175,2024,12,4,400g
TID02578,Bingo,Snacks,Online,East,West Bengal,Supermarket,2,18,36,12,1,26,CID198,25-10-2024,23,1161,2024,10,4,85g
TID02579,Nivea Cream,Personal Care,Offline,West,Delhi,Department Store,30,249,7470,220,4,40,CID211,03-11-2024,5,1496,2024,11,4,200ml
TID02580,Amul Butter,Dairy,Online,East,Tamil Nadu,Convenience Store,17,275,4675,250,2,34,CID477,11-01-2024,0,1075,2024,1,1,500g
TID02581,Vim Bar,Household,Online,South,Maharashtra,Online,10,25,250,20,3,25,CID356,13-12-2024,4,1307,2024,12,4,300g
TID02582,Parle G,Snacks,Offline,West,Maharashtra,Supermarket,9,40,360,30,5,29,CID260,02-01-2024,25,1426,2024,1,1,300g
TID02583,Danone Curd,Dairy,Offline,North,Delhi,Convenience Store,42,60,2520,50,1,48,CID44,23-12-2023,0,1763,2023,12,4,400g
TID02584,Harpic,Household,Online,West,Tamil Nadu,Online,13,95,1235,80,0,30,CID261,13-07-2023,30,1616,2023,7,3,500ml
TID02585,Coca-Cola,Beverages,Offline,East,Delhi,Online,19,45,855,35,0,43,CID103,17-01-2025,14,1383,2025,1,1,750ml
TID02586,Surf Excel,Household,Offline,West,Delhi,Convenience Store,10,250,2500,220,1,20,CID207,22-12-2023,30,1710,2023,12,4,1kg
TID02587,Coca-Cola,Beverages,Online,South,Tamil Nadu,Supermarket,23,45,1035,35,4,44,CID350,08-04-2024,20,1642,2024,4,2,750ml
TID02588,Danone Curd,Dairy,Online,North,Uttar Pradesh,Convenience Store,7,60,420,50,0,12,CID14,26-08-2024,24,1910,2024,8,3,400g
TID02589,Bingo,Snacks,Online,East,Delhi,Online,40,18,720,12,1,56,CID442,04-08-2023,0,647,2023,8,3,85g
TID02590,Frooti,Beverages,Online,East,West Bengal,Supermarket,26,60,1560,50,2,44,CID337,20-07-2023,30,318,2023,7,3,1.2L
TID02591,Nivea Cream,Personal Care,Offline,South,Maharashtra,Department Store,40,249,9960,220,1,46,CID357,01-06-2023,21,1032,2023,6,2,200ml
TID02592,Amul Butter,Dairy,Online,East,Delhi,Department Store,39,275,10725,250,0,47,CID452,12-12-2023,29,920,2023,12,4,500g
TID02593,Nestle Yogurt,Dairy,Online,West,Delhi,Convenience Store,50,25,1250,20,0,68,CID163,02-02-2025,29,1871,2025,2,1,100g
TID02594,Vim Bar,Household,Offline,East,West Bengal,Department Store,39,25,975,20,3,58,CID386,06-03-2024,6,757,2024,3,1,300g
TID02595,Bingo,Snacks,Offline,East,Tamil Nadu,Online,19,18,342,12,3,30,CID360,06-07-2024,10,1762,2024,7,3,85g
TID02596,Amul Cheese,Dairy,Online,East,Delhi,Online,27,130,3510,110,2,39,CID15,16-02-2025,17,145,2025,2,1,200g
TID02597,Amul Butter,Dairy,Online,East,Uttar Pradesh,Online,48,275,13200,250,1,65,CID423,11-12-2024,5,1689,2024,12,4,500g
TID02598,Nivea Cream,Personal Care,Offline,East,Delhi,Convenience Store,12,249,2988,220,1,36,CID354,27-02-2025,5,1827,2025,2,1,200ml
TID02599,Nestle Yogurt,Dairy,Online,West,Maharashtra,Convenience Store,26,25,650,20,2,46,CID57,11-12-2024,2,1844,2024,12,4,100g
TID02600,Vim Bar,Household,Online,South,Maharashtra,Convenience Store,7,25,175,20,2,27,CID399,16-11-2023,25,1223,2023,11,4,300g
TID02601,Mother Dairy Milk,Dairy,Online,South,Delhi,Convenience Store,16,60,960,52,1,35,CID285,10-01-2024,2,1702,2024,1,1,1L
TID02602,Lizol,Household,Offline,North,Tamil Nadu,Convenience Store,28,190,5320,160,5,45,CID178,27-11-2023,8,1223,2023,11,4,975ml
TID02603,Nestle Yogurt,Dairy,Offline,South,Tamil Nadu,Department Store,13,25,325,20,5,18,CID85,07-07-2024,16,1224,2024,7,3,100g
TID02604,Surf Excel,Household,Online,South,West Bengal,Department Store,35,250,8750,220,5,51,CID63,28-02-2025,13,995,2025,2,1,1kg
TID02605,Frooti,Beverages,Offline,East,West Bengal,Department Store,22,60,1320,50,5,35,CID11,17-03-2024,9,1414,2024,3,1,1.2L
TID02606,Mother Dairy Milk,Dairy,Online,South,Tamil Nadu,Supermarket,30,60,1800,52,4,48,CID230,26-01-2025,0,1793,2025,1,1,1L
TID02607,Vim Bar,Household,Online,South,West Bengal,Supermarket,48,25,1200,20,0,58,CID218,23-05-2024,0,1980,2024,5,2,300g
TID02608,Harpic,Household,Offline,West,West Bengal,Online,23,95,2185,80,3,32,CID58,17-09-2024,29,496,2024,9,3,500ml
TID02609,Vim Bar,Household,Offline,North,Maharashtra,Convenience Store,46,25,1150,20,2,65,CID178,16-11-2023,28,306,2023,11,4,300g
TID02610,Haldiram Bhujia,Snacks,Online,North,Maharashtra,Supermarket,47,55,2585,45,5,56,CID380,17-05-2023,5,99,2023,5,2,200g
TID02611,Haldiram Bhujia,Snacks,Offline,South,Delhi,Online,30,55,1650,45,3,39,CID386,24-12-2023,20,392,2023,12,4,200g
TID02612,Lizol,Household,Offline,South,Maharashtra,Convenience Store,1,190,190,160,5,25,CID253,26-10-2024,6,172,2024,10,4,975ml
TID02613,Pantene Shampoo,Personal Care,Online,North,Uttar Pradesh,Supermarket,21,120,2520,100,0,40,CID473,28-03-2025,19,274,2025,3,1,180ml
TID02614,Bingo,Snacks,Online,South,Tamil Nadu,Online,49,18,882,12,3,54,CID260,24-04-2023,9,644,2023,4,2,85g
TID02615,Haldiram Bhujia,Snacks,Offline,West,Delhi,Supermarket,28,55,1540,45,1,36,CID257,17-04-2024,13,243,2024,4,2,200g
TID02616,Amul Cheese,Dairy,Offline,East,West Bengal,Department Store,48,130,6240,110,2,66,CID336,29-10-2023,19,98,2023,10,4,200g
TID02617,Surf Excel,Household,Online,North,Maharashtra,Convenience Store,13,250,3250,220,1,20,CID260,02-02-2025,19,189,2025,2,1,1kg
TID02618,Nestle Yogurt,Dairy,Online,East,Tamil Nadu,Department Store,38,25,950,20,4,62,CID144,30-11-2023,26,557,2023,11,4,100g
TID02619,Parle G,Snacks,Online,East,Uttar Pradesh,Department Store,32,40,1280,30,5,44,CID425,30-08-2024,25,155,2024,8,3,300g
TID02620,Pantene Shampoo,Personal Care,Online,North,West Bengal,Online,21,120,2520,100,0,33,CID457,30-01-2025,9,843,2025,1,1,180ml
TID02621,Harpic,Household,Online,South,Maharashtra,Convenience Store,41,95,3895,80,3,55,CID26,16-03-2025,21,1034,2025,3,1,500ml
TID02622,Amul Butter,Dairy,Online,East,Delhi,Online,15,275,4125,250,2,23,CID445,08-07-2024,26,1218,2024,7,3,500g
